"Title:","ACT Composite 25th Percentile Score from the Test Scores - Postsecondary Education Database"
"SubTitle:",""
"Time:","2006 - 2020"
"Unit of Measure:","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"Notre Dame de Namur University - California",,17,17,15,17,16,17,18,18,18,16,17,17,18
"Notre Dame College - Ohio",,16,17,17,18,17,18,18,18,18,17,17,17,18
"Northern Michigan University - Michigan",,20,20,20,19,19,19,19,19,19,19,19,19,20
"Pacific Lutheran University - Washington",,24,20,21,22,22,22,22,21,21,23,22,22,21
"National Conservatory of Dramatic Arts - Washington DC",,,,,,,,,,,,,,
"Carrington College-Sacramento - California",,,,,,,,,,,,,,
"Carrington College-San Leandro Campus - California",,,,,,,,,,,,,,
"Jersey College - New Jersey",,,,,,,,,,,,,,
"Jefferson Lewis BOCES-Practical Nursing Program - New York",,,,,,,,,,,,,,
"Jefferson County Dubois Area Vocational Technical Practical Nursing Program - Pennsylvania",,,,,,,,,,,,,,
"Jefferson (Philadelphia University + Thomas Jefferson University) - Pennsylvania",,,,21,20,21,20,21,20,22,21,22,21,
"Jamestown Business College - New York",,,,,,,,,,,,,,
"IYRS School of Technology & Trades - Rhode Island",,,,,,,,,,,,,,
"Ithaca College - New York",,,,,,,,,23,23,23,23,23,22
"Isabella Graham Hart School of Practical Nursing - New York",,,,,,,,,,,,,,
"International Culinary Arts and Sciences Institute - Ohio",,,,,,,,,,,,,,
"International Business College-Indianapolis - Indiana",,,,,,,,,,,,,,
"International Business College-Fort Wayne - Indiana",,,,,,,,,,,,,,
"Inter American University of Puerto Rico-San German - Puerto Rico",,,,,,,,,,,,,,
"Inter American University of Puerto Rico-Ponce - Puerto Rico",,,,,,,,,,,,,,
"Inter American University of Puerto Rico-Metro - Puerto Rico",,,,,,,,,,,,,,
"Inter American University of Puerto Rico-Guayama - Puerto Rico",,,,,,,,,,,,,,
"Inter American University of Puerto Rico-Fajardo - Puerto Rico",,,,,,,,,,,,,,
"Inter American University of Puerto Rico-Bayamon - Puerto Rico",,,,,,,,,,,,,,
"JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools - New Jersey",,,,,,,,,,,,,,
"JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging - New Jersey",,,,,,,,,,,,,,
"Joe Kubert School of Cartoon and Graphic Art - New Jersey",,,,,,,,,,,,,,
"Joffrey Ballet School - New York",,,,,,,,,,,,,,
"Kirksville Area Technical Center - Missouri",,,,,,,,,22,,,,,
"King's College - Pennsylvania",,,,,,,,,,,,,,
"King's College - North Carolina",,,,,,,,,,,,,,
"Key College - Florida",,,,,,,,,,,,,,
"Keuka College - New York",,,,19,18,,,,,,,,,17
"Kenrick Glennon Seminary - Missouri",,,,,,,,,,,,,,
"Kendall College - Illinois",,,,,,,,,,,,,18,18
"KD Conservatory College of Film and Dramatic Arts - Texas",,,,,,,,,,,,,,
"Inter American University of Puerto Rico-Barranquitas - Puerto Rico",,,,,,,,,,,,,,
"Kansas State University - Kansas",,,,,,,,,,,,21,20,20
"Juniata College - Pennsylvania",,,,,,,,,23,23,24,,,
"Johnson College - Pennsylvania",,,,,,,,14,,,,,,
"Johnson & Wales University-Providence - Rhode Island",,,,,,,,,,,,,,
"Johnson & Wales University-Online - Rhode Island",,,,,,,,,,,,,,
"Johnson & Wales University-North Miami - Florida",,,,,,,,,,,,,,
"Johnson & Wales University-Denver - Colorado",,,,,,,,,,,,,,
"Johnson & Wales University-Charlotte - North Carolina",,,,,,,,,,,,,,
"John Wesley University - North Carolina",,,,17,15,17,,,,,,,,
"Kansas City Art Institute - Missouri",,,,20,21,20,20,20,,20,,,20,20
"La Salle University - Pennsylvania",,,,,19,18,18,19,19,19,18,19,,20
"Inter American University of Puerto Rico-Arecibo - Puerto Rico",,,,,,,,,,,,,,
"Instituto Tecnologico de Puerto Rico-Recinto de San Juan - Puerto Rico",,,,,,,,,,,,,,
"Herzing University-Atlanta - Georgia",,,,,,,,,,,,,,
"Herzing University-Akron - Ohio",,,,,,,,,,,,,,
"Heritage Valley Kennedy School of Nursing - Pennsylvania",,,,,,,,,,,,,,
"Henrico County-Saint Marys Hospital School of Practical Nursing - Virginia",,,,,,,,,,,,,,
"Hellenic College-Holy Cross Greek Orthodox School of Theology - Massachusetts",,,,21,,,,,,,,,,
"Healthcare Training Institute - New Jersey",,,,,,,,,,,,,,
"Health Works Institute - Montana",,,,,,,,,,,,,,
"HCI College - Florida",,,,,,,,,,,,,,
"Harrison College-Morrisville - North Carolina",,,,,,,,,,,,,,
"Harrison College-Indianapolis - Indiana",,,,,,,,,,,,,,
"Harrison College-Grove City - Ohio",,,,,,,,,,,,,,
"Harmony Health Care Institute - New Hampshire",,,,,,,,,,,,,,
"Hannah E Mullins School of Practical Nursing - Ohio",,,,,,,,,,,,,,
"Hampton University - Virginia",,,,20,19,20,20,18,18,21,,17,17,17
"Hampshire College - Massachusetts",,,,,,,,,,25,25,26,26,26
"Hallmark University - Texas",,,,,,,,,,,,,,
"Gustavus Adolphus College - Minnesota",,,,,,,,24,26,25,24,24,27,23
"Herzing University-Birmingham - Alabama",,,,,,,,,,,,,,
"Herzing University-Brookfield - Wisconsin",,,,,,,,,,,,,,
"Herzing University-Kenosha - Wisconsin",,,,,,,,,,,,,,
"Herzing University-Madison - Wisconsin",,,,,,,,,,,,,,
"Instituto Tecnologico de Puerto Rico-Recinto de Ponce - Puerto Rico",,,,,,,,,,,,,,
"Instituto Tecnologico de Puerto Rico-Recinto de Manati - Puerto Rico",,,,,,,,,,,,,,
"Institute of American Indian and Alaska Native Culture and Arts Development - New Mexico",,,,,,,,,,,,15,16,
"Illinois College - Illinois",,,,,,,,19,,,21,21,21,21
"Hussian College-Philadelphia - Pennsylvania",,,,,,,,,,,,,,
"Hussian College-Los Angeles - California",,,,,,,,,,,,,,
"Hult International Business School - Massachusetts",,,,,,,,,,,,,,
"Hood College - Maryland",,,,,,,,18,20,20,20,18,20,20
"Inter American University of Puerto Rico-Aguadilla - Puerto Rico",,,,,,,,,,,,,,
"Hondros College of Nursing - Ohio",,,,,,,,,,,,,,
"Hodges University - Florida",,,,,,,,,,,,,,
"Hillyard Technical Center - Missouri",,,,,,,,,,,,,,
"Hilbert College - New York",,,,,,,,,,,,,,18
"Hickey College - Missouri",,,,,,,,,,,,,,
"Herzing University-Toledo - Ohio",,,,,,,,,,,,,,
"Herzing University-Orlando - Florida",,,,,,,,,,,,,,
"Herzing University-New Orleans - Louisiana",,,,,,,,,,,,,,
"Herzing University-Minneapolis - Minnesota",,,,,,,,,,,,,,
"Holy Name Medical Center-Sister Claire Tynan School of Nursing - New Jersey",,,,,,,,,,,,,,
"Green Country Technology Center - Oklahoma",,,,,,,,,,,,,,
"Laboure College - Massachusetts",,,,,,,,,,,,,,
"Lake Forest College - Illinois",,,,,,,,23,,,,,24,24
"Minerva University - California",,,,,,,,,,,,,,
"Milwaukee Institute of Art & Design - Wisconsin",,,,,,,,,,,,,,
"Milwaukee Career College - Wisconsin",,,,,,,,,,,,,,
"Millersville University of Pennsylvania - Pennsylvania",,,,,19,19,19,19,19,19,,,,
"Mifflin County Academy of Science and Technology - Pennsylvania",,,,,,,,,,,,,,
"Midwives College of Utah - Utah",,,,,,,,,,,,,,
"Midwest Institute - Missouri",,,,,,,,,,,,,,
"Midstate College - Illinois",,,,,,,,,,,,,,
"MIAT College of Technology - Michigan",,,,,,,,,,,,,,
"Miami Regional University - Florida",,,,,,,,,,,,,,
"Miami Media School - Florida",,,,,,,,,,,,,,
"Metropolitan State University - Minnesota",,,,,,,,,,,,,,
"Metropolitan College of New York - New York",,,,,,,,,,,,,,
"Messenger College - Texas",,,,,,,,,,,,,,
"Mesivtha Tifereth Jerusalem of America - New York",,,,,,,,,,,,,,
"Mesivta Torah Vodaath Rabbinical Seminary - New York",,,,,,,,,,,,,,
"Mesivta of Eastern Parkway-Yeshiva Zichron Meilech - New York",,,,,,,,,,,,,,
"Mirrer Yeshiva Cent Institute - New York",,,,,,,,,,,,,,
"Mitchell College - Connecticut",,,,,,,,,,,,,,
"Modern Hairstyling Institute-Arecibo - Puerto Rico",,,,,,,,,,,,,,
"Modern Hairstyling Institute-Bayamon - Puerto Rico",,,,,,,,,,,,,,
"Musicians Institute - California",,,,,,,,,,17,20,,,
"Multnomah University - Oregon",,,,,,,18,19,17,17,19,19,18,18
"MTI College - California",,,,,,,,,,,,,,
"Mt Sierra College - California",,,,,,,,,,,,,,
"Mount Ida College - Massachusetts",,,,,,16,16,15,16,15,15,16,,
"Mount Angel Seminary - Oregon",,,,,,,,,,,,,,
"MotoRing Technical Training Institute - Rhode Island",,,,,,,,,,,,,,
"Motoring Technical Training Institute - Massachusetts",,,,,,,,,,,,,,
"Merrimack College - Massachusetts",,,,,,,,,,,,,18,19
"Morthland College - Illinois",,,,30,17,17,,,,,,,,
"Moore Norman Technology Center - Oklahoma",,,,,,,,,,,,,,
"Monty Tech - Massachusetts",,,,,,,,,,,,,,
"Montessori Education Center of the Rockies - Colorado",,,,,,,,,,,,,,
"Monteclaro Escuela de Hoteleria y Artes Culinarias - Puerto Rico",,,,,,,,,,,,,,
"Montclair State University - New Jersey",,,,,,,,,,,,,,
"Montana State University-Northern - Montana",,,,,16,16,16,17,17,17,17,17,17,17
"Monroe College - New York",,,,,,,,,,,,,,
"Modern Hairstyling Institute-Carolina - Puerto Rico",,,,,,,,,,,,,,
"Morris County Vocational School District - New Jersey",,,,,,,,,,,,,,
"Laguna College of Art and Design - California",,,,,,,,,,,,,,
"Merkaz Bnos-Business School - New York",,,,,,,,,,,,,,
"Mercy Hospital School of Practical Nursing-Plantation General Hospital - Florida",,,,,,,,,,,,,,
"Machzikei Hadath Rabbinical College - New York",,,,,,,,,,,,,,
"Lytles Redwood Empire Beauty College - California",,,,,,,,,,,,,,
"Lyndon State College - Vermont",,,,15,15,16,15,18,15,17,16,16,,
"Lutheran School of Nursing - Missouri",,,,,19,,,,16,20,15,16,16,
"Luther Rice College & Seminary - Georgia",,,,,,,,,,,,,,
"Loyola University Maryland - Maryland",,,,,,,,25,24,25,24,24,24,24
"Louisiana Culinary Institute - Louisiana",,,,,,,,,,,,,,
"Longy School of Music of Bard College - Massachusetts",,,,,,,,,,,,,,
"Long Island Business Institute - New York",,,,,,,,,,,,,,
"Living Arts College - North Carolina",,,,,,,,,,,,,,
"LIU Brooklyn - New York",,,,19,,,,17,17,16,16,,,
"Lex La-Ray Technical Center - Missouri",,,,,,,,,,,,,,
"Laurel Technical Institute - Pennsylvania",,,,,,,,,,,,,,
"Laurel Technical Institute - Pennsylvania",,,,,,,,,,,,,,
"Laurel Business Institute - Pennsylvania",,,,,,,,,,,,,,
"Lane College - Tennessee",,,,14,14,14,14,13,14,14,16,16,14,16
"Landmark College - Vermont",,,,,,,,,18,,,,,
"Madison Oneida BOCES-Practical Nursing Program - New York",,,,,,,,,,,,,,
"Magdalen College - New Hampshire",,,,,,,,,,,,,,14
"Maharishi International University - Iowa",,,,,,,,,,,,,,
"Maine College of Art & Design - Maine",,,,,,,,,,,16,20,18,17
"Memphis College of Art - Tennessee",,,,19,18,,19,19,19,19,19,19,21,18
"Medical Career & Technical College - Kentucky",,,,,,,,,,,,,,
"Med-Life Institute-Lauderdale Lakes - Florida",,,,,,,,,,,,,,
"Med-Life Institute-Kissimmee - Florida",,,,,,,,,,,,,,
"Mechon L'hoyroa - New York",,,,,,,,,,,,,,
"MDT College of Health Sciences - Illinois",,,,,,,,,,,,,,
"Mauna Loa Helicopters - Hawaii",,,,,,,,,,,,,,
"Massachusetts College of Art and Design - Massachusetts",,,,,21,21,22,22,21,20,20,21,,
"Mercyhurst University - Pennsylvania",,,,,,,,21,21,21,21,20,20,20
"Marygrove College - Michigan",,,,16,15,14,14,14,14,14,15,15,15,14
"Marist College - New York",,,,,,,,,,,23,23,22,20
"Marion S Whelan School of Nursing of Geneva General Hospital - New York",,,,,,,,,,,,,,
"Maria College of Albany - New York",,,,,,,,17,,,18,,,16
"Manna University - North Carolina",,,,,,,,,,,,,,
"Manhattanville College - New York",,,,,,,,,21,,22,21,20,20
"Manhattan School of Music - New York",,,,,,,,,,,,,,
"Manchester University - Indiana",,,,,18,19,19,19,19,19,19,19,19,20
"Maine College of Health Professions - Maine",,,,,,,,,,,,,,
"Marlboro College - Vermont",,,,,,,,,,,,,24,24
"Greater Lowell Technical School - Massachusetts",,,,,,,,,,,,,,
"Great Lakes Institute of Technology - Pennsylvania",,,,,,,,,,,,,,
"Grand River Technical School - Missouri",,,,,,,,,,,,,,
"Concorde Career College-Memphis - Tennessee",,,,,,,,,,,,,,
"Concorde Career College-Kansas City - Missouri",,,,,,,,,,,,,,
"Concorde Career College-Grand Prairie - Texas",,,,,,,,,,,,,,
"Concorde Career College-Garden Grove - California",,,,,,,,,,,,,,
"Concorde Career College-Dallas - Texas",,,,,,,,,,,,,,
"Concorde Career College-Aurora - Colorado",,,,,,,,,,,,,,
"Compass College of Film and Media - Michigan",,,,18,,,,,17,,,,,
"Columbia College Hollywood - California",,,,,,,,,,,,,,
"Columbia College Chicago - Illinois",,,,,,,,,,,,,,
"Columbia Area Career Center - Missouri",,,,,,,,,,,,,,
"Colorado College - Colorado",,,,,,,,27,28,,28,28,27,27
"Colorado Academy of Veterinary Technology - Colorado",,,,,,,,,,,,,,
"College of the Atlantic - Maine",,,,,,,,,,,,,,
"College of St Joseph - Vermont",,,,16,,,,16,14,16,17,15,17,19
"College of Saint Mary - Nebraska",,,,,,,,20,19,19,18,18,17,18
"Colegio Universitario de San Juan - Puerto Rico",,,,,,,,,,,,,,
"Colby-Sawyer College - New Hampshire",,,,,,,,,,,,,18,17
"Concorde Career College-North Hollywood - California",,,,,,,,,,,,,,
"Concorde Career College-Portland - Oregon",,,,,,,,,,,,,,
"Concorde Career College-San Antonio - Texas",,,,,,,,,,,,,,
"Concorde Career College-San Bernardino - California",,,,,,,,,,,,,,
"Davis College - New York",,,,,,,15,15,18,20,,,,
"Davenport University - Michigan",,,,,,,,,,,,,,
"Daemen University - New York",,,,,,,,,,,20,20,20,19
"Curtis Institute of Music - Pennsylvania",,,,,,,,,,,,,,
"CUNY York College - New York",,,,,,,,,,,,,,
"CUNY New York City College of Technology - New York",,,,,,,,,,,,,,
"CUNY Lehman College - New York",,,,,,,,,,,,,,
"Culinary Institute of America - New York",,,,,,,,,,,,,,
"Clinton Technical School - Missouri",,,,,,,,,,,,,,
"Cox College - Missouri",,,,,,,,13,,,,19,,
"Conservatory of Music of Puerto Rico - Puerto Rico",,,,,,,,,,,,,,
"Concordia University-Saint Paul - Minnesota",,,,,,,,18,,,18,18,18,18
"Concorde Career Institute-Tampa - Florida",,,,,,,,,,,,,,
"Concorde Career Institute-Orlando - Florida",,,,,,,,,,,,,,
"Concorde Career Institute-Miramar - Florida",,,,,,,,,,,,,,
"Concorde Career Institute-Jacksonville - Florida",,,,,,,,,,,,,,
"Concorde Career College-Southaven - Mississippi",,,,,,,,,,,,,,
"Concorde Career College-San Diego - California",,,,,,,,,,,,,,
"Cornish College of the Arts - Washington",,,,,,,,,,,,,,
"Delaware College of Art and Design - Delaware",,,,,,,,,,,,,,
"Clinton Essex Warren Washington BOCES - New York",,,,,,,,,,,,,,
"Cleveland Institute of Music - Ohio",,,,,,,,,,,,,,
"Chamberlain University-Arizona - Arizona",,,,,,,,,,,,,,
"Central Yeshiva Tomchei Tmimim Lubavitz - New York",,,,,,,,,,,,,,
"Central Yeshiva Beth Joseph - New York",,,,,,,,,,,,,,
"Central Susquehanna Intermediate Unit LPN Career - Pennsylvania",,,,,,,,,,,,,,
"Central Penn College - Pennsylvania",,,,,13,,,,,,,,,
"Central Methodist University-College of Graduate and Extended Studies - Missouri",,,,,,,,,,,,,,
"Central Christian College of the Bible - Missouri",,,,16,18,16,,,,,17,18,,
"Central Christian College of Kansas - Kansas",,,,17,17,,18,18,,,18,18,18,18
"Center for Natural Wellness School of Massage Therapy - New York",,,,,,,,,,,,,,
"Center for Instruction - Technology & Innovation - New York",,,,,,,,,,,,,,
"Cayuga Onondaga BOCES-Practical Nursing Program - New York",,,,,,,,,,,,,,
"Cass Career Center - Missouri",,,,,,,,,,,,,,
"Casal Institute of Nevada - Nevada",,,,,,,,,,,,,,
"Casa Loma College-Van Nuys - California",,,,,,,,,,,,,,
"Carrington College-Tucson - Arizona",,,,,,,,,,,,,,
"Carrington College-Stockton - California",,,,,,,,,,,,,,
"Carrington College-Spokane - Washington",,,,,,,,,,,,,,
"Chamberlain University-California - California",,,,,,,,,,,,,,
"Chamberlain University-Florida - Florida",,,,,,,,,,,,,,
"Chamberlain University-Georgia - Georgia",,,,,,,,,,,,,,
"Chamberlain University-Illinois - Illinois",,,,,,,,,,,,,,
"Clayton  State University - Georgia",,,,,,,18,18,18,18,18,,18,18
"Clarks Summit University - Pennsylvania",,,,,,,17,20,18,20,19,17,20,19
"Clarion County Career Center Practical Nursing Program - Pennsylvania",,,,,,,,,,,,,,
"Citizens School of Nursing - Pennsylvania",,,,,,,,,,,,,,
"Circle in the Square Theatre School - New York",,,,,,,,,,,,,,
"Christian Culinary Academy - Oregon",,,,,,,,,,,,,,
"Chicago School of Professional Psychology-College of Nursing - Texas",,,,,,,,,,,,,,
"Chester County Intermediate Unit - Pennsylvania",,,,,,,,,,,,,,
"Cleveland University-Kansas City - Kansas",,,,,,17,21,,,19,,,,
"Chatham University - Pennsylvania",,,,,,,,,,,,,,
"Chamberlain University-Texas - Texas",,,,,,,,,,,,,,
"Chamberlain University-Ohio - Ohio",,,,,,,,,,,,,,
"Chamberlain University-North Carolina - North Carolina",,,,,,,,,,,,,,
"Chamberlain University-New Jersey - New Jersey",,,,,,,,,,,,,,
"Chamberlain University-Nevada - Nevada",,,,,,,,,,,,,,
"Chamberlain University-Missouri - Missouri",,,,,,,,,,,,,,
"Chamberlain University-Michigan - Michigan",,,,,,,,,,,,,,
"Chamberlain University-Indiana - Indiana",,,,,,,,,,,,,,
"Chamberlain University-Virginia - Virginia",,,,,,,,,,,,,,
"Delaware County Technical School-Practical Nursing Program - Pennsylvania",,,,,,,,,,,,,,
"DePaul University - Illinois",,,,,,,,23,22,23,21,,21,22
"Design Institute of San Diego - California",,,,,,,,,,,,,,
"Five Towns College - New York",,,,,,,,19,18,17,18,,,
"Finger Lakes Health College of Nursing & Health Sciences - New York",,,,,,,,,,,,,,
"FIDM-Fashion Institute of Design & Merchandising-San Francisco - California",,,,,,,,,,,,,,
"FIDM-Fashion Institute of Design & Merchandising-San Diego - California",,,,,,,,,,,,,,
"FIDM-Fashion Institute of Design & Merchandising-Orange County - California",,,,,,,,,,,,,,
"FIDM-Fashion Institute of Design & Merchandising-Los Angeles - California",,,,,,,,,,,,,,
"Fashion Institute of Technology - New York",,,,,,,,,,,,,,
"Family of Faith Christian University - Oklahoma",,,,,,,,,,,,,,
"Faith Theological Seminary - Maryland",,,,,,,,,,,,,,
"Fairleigh Dickinson University-Metropolitan Campus - New Jersey",,,,20,17,18,17,,,,,,,
"Fairleigh Dickinson University-Florham Campus - New Jersey",,,,21,19,20,21,,,,,,,
"Fairfax University of America - Virginia",,,,,,,,,,,,,,
"Everglades University - Florida",,,,,,,,,,,,,,
"Evangel University - Missouri",,,,19,20,20,20,19,18,19,20,20,20,18
"Estelle Medical Academy - Illinois",,,,,,,,,,,,,,
"Escuela de Artes Plasticas y Diseno de Puerto Rico - Puerto Rico",,,,,,,,,,,,,,
"Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program - New York",,,,,,,,,,,,,,
"Flashpoint Chicago A Campus of Columbia College Hollywood - Illinois",,,,,,,,,,,,,,
"Flint Institute of Barbering Inc - Michigan",,,,,,,,,,,,,,
"Florida International Training Institute - Florida",,,,,,,,,,,,,,
"Florida Memorial University - Florida",,,,,,,,,,,,,,
"Grand Canyon University - Arizona",,,,,,,,,,,,,,
"Graham Hospital School of Nursing - Illinois",,,,,,,19,,,,,,18,18
"Grace University - Nebraska",,,,18,17,19,20,19,18,19,20,8,19,19
"Grace Mission University - California",,,,,,,,,,,,,,
"Grace Christian University - Michigan",,,,,,,,,,,18,18,19,17
"Goldey-Beacom College - Delaware",,,,,,,,,,,,,,
"Golden Gate University - California",,,,,,,,,,,,,,
"Goddard College - Vermont",,,,,,,,,,,,,,
"Erie 1 BOCES - New York",,,,,,,,,,,,,,
"Gnomon - California",,,,,,,,,,,,,,
"Georgia State University-Perimeter College - Georgia",,,,,,,,,,,,,,
"Gemini School of Visual Arts & Communication - Texas",,,,,,,,,,,,,,
"Geisinger-Lewistown Hospital School of Nursing - Pennsylvania",,,,,,,,,,,,,,
"Galaxy Medical College - California",,,,,,,,,,,,,,
"Franklin and Marshall College - Pennsylvania",,,,,,,,,,,,,,
"Fox College - Illinois",,,,,,,,,,,,,,
"Fosbre Academy of Hair Design - Washington",,,,,,,,,,,,,,
"Fort Hays State University - Kansas",,,,,,,,18,18,18,18,,19,18
"Gettysburg College - Pennsylvania",,,,,,,,27,26,27,27,27,,27
"Endicott College - Massachusetts",,,,,,,,21,21,23,20,21,20,20
"Embry-Riddle Aeronautical University-Worldwide - Florida",,,,,,,,,,,,,,
"Elizabethtown College School of Continuing and Professional Studies - Pennsylvania",,,,,,,,,,,,,,
"DeVry University-Virginia - Virginia",,,,,,,,,,,,,,
"DeVry University-Texas - Texas",,,,,,,,,,,,,,
"DeVry University-Tennessee - Tennessee",,,,,,,,,,,,,,
"DeVry University-Pennsylvania - Pennsylvania",,,,,,,,,,,,,,
"DeVry University-Oklahoma - Oklahoma",,,,,,,,,,,,,,
"DeVry University-Ohio - Ohio",,,,,,,,,,,,,,
"DeVry University-North Carolina - North Carolina",,,,,,,,,,,,,,
"DeVry University-New Jersey - New Jersey",,,,,,,,,,,,,,
"Dickinson College - Pennsylvania",,,,,,,,27,27,27,26,26,27,26
"DeVry University-Nevada - Nevada",,,,,,,,,,,,,,
"DeVry University-Indiana - Indiana",,,,,,,,,,,,,,
"DeVry University-Illinois - Illinois",,,,,,,,,,,,,,
"DeVry University-Georgia - Georgia",,,,,,,,,,,,,,
"DeVry University-Florida - Florida",,,,,,,,,,,,,,
"DeVry University-Colorado - Colorado",,,,,,,,,,,,,,
"DeVry University-California - California",,,,,,,,,,,,,,
"DeVry University-Arizona - Arizona",,,,,,,,,,,,,,
"DeVry College of New York - New York",,,,,,,,,,,,,,
"DeVry University-Missouri - Missouri",,,,,,,,,,,,,,
"Carrington College-San Jose - California",,,,,,,,,,,,,,
"Digital Media Institute at InterTech - Louisiana",,,,,,,,,,,,,,
"Divine Word College - Iowa",,,,,,,,,,,,,,
"Elim Bible Institute and College - New York",,,,,,,,,,,,,,
"EDP University of Puerto Rico Inc-San Juan - Puerto Rico",,,,,,,,,,,,,,
"EDIC College - Puerto Rico",,,,,,,,,,,,,,
"ECPI University - Virginia",,,,,,,,,,,,,,
"Ecclesia College - Arkansas",,,,,6,17,,,,,,,,
"Eastwick College-Ramsey - New Jersey",,,,,,,,,,,,,,
"Eastwick College-Nutley - New Jersey",,,,,,,,,,,,,,
"Eastwick College-Hackensack - New Jersey",,,,,,,,,,,,,,
"Diman Regional Technical Institute - Massachusetts",,,,,,,,,,,,,,
"Eastern Suffolk BOCES - New York",,,,,,,,,,,,,,
"Eastern Center for Arts and Technology - Pennsylvania",,,,,,,,,,,,,,
"East-West University - Illinois",,,,15,,,,,,,,,,
"Dutchess BOCES-Practical Nursing Program - New York",,,,,,,,,,,,,,
"Dunwoody College of Technology - Minnesota",,,,,,,,,,,,,,
"Drew University - New Jersey",,,,,,,22,22,21,21,21,,20,24
"Dr. Ida Rolf Institute - Colorado",,,,,,,,,,,,,,
"Doane University - Nebraska",,,,20,21,20,21,21,21,20,20,20,20,20
"DLP Conemaugh Memorial Medical Center - Pennsylvania",,,,,,,,,,,,2,2,2
"Eastern Connecticut State University - Connecticut",,,,,,,,20,19,19,,,,
"Westwood College-Denver North - Colorado",,,,,,,,,,,,,,20



"Publisher:", "National Center for Education Statistics"
"Copyright:", "The data contained in Data Planet(tm): A SAGE Publishing Resource is made available via license agreement with subscribing organizations. Your organization's license may vary from this version."
